Epoch	Train_Loss	Val_Loss
1	0.120736	0.007878
2	0.008159	0.002688
3	0.008905	0.004264
4	0.006321	0.003943
5	0.004173	0.002287
6	0.003784	0.006963
7	0.003391	0.002486
8	0.002201	0.001033
9	0.034510	0.000705
10	0.001781	0.001220
11	0.001776	0.001901
12	0.001578	0.005928
13	0.000622	0.000878
14	0.000442	0.001682
15	0.000410	0.001156

Final Test Loss: 0.002475
